1 5.13056 0
2 5.27205 0.141498
3 5.29618 0.0851831
4 5.35865 0.0867776
5 5.31679 0.0791903
6 5.33853 0.0682167
7 5.29107 0.0746772
8 5.31189 0.0679419
9 5.30129 0.0608496
10 5.32956 0.0613328
11 5.33141 0.0555082
12 5.34849 0.0534722
13 5.37773 0.0572237
14 5.38449 0.0534087
15 5.36562 0.0531832
16 5.35992 0.0500736
17 5.34187 0.0503795
18 5.35678 0.0497826
19 5.36897 0.0486438
20 5.37899 0.047221
21 5.36676 0.0465508
22 5.38932 0.0497878
23 5.37881 0.04872
24 5.38483 0.0470329
25 5.36533 0.0491481
26 5.37656 0.0485371
27 5.38936 0.048429
28 5.38319 0.0470748
29 5.37377 0.0463875
30 5.39156 0.0482154
31 5.38494 0.0471012
32 5.38438 0.045609
33 5.38207 0.0442658
34 5.39224 0.0441322
35 5.38625 0.0432686
36 5.39086 0.0423015
37 5.38844 0.0412134
38 5.39373 0.0404612
39 5.40143 0.0401555
40 5.41794 0.0424764
41 5.40544 0.0432698
42 5.41532 0.0433671
43 5.41192 0.042483
44 5.41385 0.0415511
45 5.42336 0.0417151
46 5.42479 0.0408232
47 5.42462 0.0399456
48 5.4284 0.0392861
49 5.42395 0.0387323
50 5.42007 0.0381472
51 5.42135 0.0374137
52 5.41876 0.0367783
53 5.41686 0.0361278
54 5.41712 0.0354534
55 5.41999 0.0349211
56 5.41744 0.0343866
57 5.42164 0.0340383
58 5.42096 0.0334532
59 5.42212 0.0329018
60 5.42901 0.0330746
61 5.42561 0.0327048
62 5.42198 0.0323773
63 5.42927 0.0326834
64 5.42021 0.0334202
65 5.42614 0.0334319
66 5.42337 0.033038
67 5.42678 0.0327196
68 5.42904 0.0323137
69 5.42874 0.0318433
70 5.4252 0.0315846
71 5.41883 0.0317814
72 5.41687 0.0313978
73 5.42101 0.0312395
74 5.42303 0.030881
75 5.43098 0.031485
76 5.4287 0.0311512
77 5.42874 0.030744
78 5.43066 0.0304077
79 5.43428 0.030238
80 5.43858 0.0301648
81 5.44484 0.0304417
82 5.44538 0.0300729
83 5.44065 0.030082
84 5.44009 0.0297269
85 5.43998 0.0293753
86 5.43504 0.0294496
87 5.43088 0.0294052
88 5.42877 0.0291454
89 5.43473 0.0294257
90 5.43585 0.0291184
91 5.44271 0.0296022
92 5.449 0.0299468
93 5.44364 0.0301029
94 5.44371 0.029781
95 5.44145 0.0295521
96 5.44117 0.029244
97 5.44566 0.0292868
98 5.44098 0.0293613
99 5.44071 0.0290645
100 5.4385 0.0288574
